consist,loc,pop,r_w,delay,delay_var,loss,dupl,corrupt,reorder,op,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p99_9
ev1,0.9,uni,2:1,100,0,0,0,0,0,upd,0.0023786999999999997,0.0025024,0.0025315999999999997,0.0025608000000000002,0.0025900999999999997,0.0026193,0.0026486,0.0026778,0.002707,0.0027363,0.0027728,0.0028159,0.0028589,0.0029019000000000002,0.0029449000000000003,0.0029879,0.0030471,0.0031127,0.0031782,0.0032438000000000002,0.0032655,0.0032827,0.0032998000000000003,0.003317,0.0033341,0.0033513,0.0033685,0.0033856,0.0034028,0.0034199,0.0034371,0.0034541999999999997,0.0034714,0.0034885,0.003503,0.0035121999999999996,0.0035213,0.0035304,0.0035396,0.0035486999999999997,0.0035579,0.003567,0.0035761,0.0035853,0.0035944,0.0036035999999999998,0.0036127,0.0036218,0.003631,0.0036401,0.0036493000000000003,0.0036584,0.0036675,0.0036766999999999998,0.0036858000000000004,0.003695,0.0037041,0.0037132,0.0037224000000000003,0.0037315,0.0037407,0.0037498,0.0037628,0.0037758,0.0037889,0.003802,0.003815,0.0038281,0.0038411,0.0038542,0.0038673,0.0038803,0.0038934,0.0039065,0.0039195,0.0039326,0.0039456,0.0039587,0.0039718,0.0039848,0.0039979,0.0040211,0.0040462,0.0040714,0.0040965,0.0041217,0.0041468,0.004172,0.0041972,0.0042223,0.0042475,0.0042949,0.0043448,0.0043946,0.0044445,0.0044944,0.0045986,0.0047097,0.0049166999999999995,0.0055959
lat,0.9,uni,2:1,200,60,0,0,0,0,get,0.0018652999999999999,0.0019815,0.002007,0.0020153,0.0020236,0.0020319,0.0020402000000000003,0.0020485,0.0020568,0.0020651,0.0020734,0.0020816999999999997,0.00209,0.0020983,0.0021065999999999997,0.0021149000000000003,0.0021232,0.0021315,0.0021398000000000003,0.0021481,0.0021564,0.0021647,0.002173,0.0021813,0.0021896,0.0021979,0.0022061999999999997,0.0022145,0.0022228,0.0022310999999999998,0.0022394,0.0022476999999999996,0.0022541999999999996,0.0022600999999999997,0.002266,0.0022719,0.0022776999999999997,0.0022835999999999998,0.0022895,0.0022954,0.0023011999999999998,0.0023071,0.002313,0.0023189,0.0023247,0.0023306,0.0023365,0.0023424,0.0023482,0.0023541,0.00236,0.0023659,0.0023717,0.0023776,0.0023835,0.0023894000000000003,0.0023951999999999997,0.0024010999999999998,0.002407,0.0024129,0.0024186999999999998,0.0024246,0.0024305,0.0024364,0.0024422,0.0024481,0.002454,0.0024599,0.0024657,0.0024716,0.0024775,0.0024834,0.0024892,0.0024951,0.0025045,0.0025311,0.0025577,0.0025843000000000003,0.0026108000000000004,0.0026374000000000002,0.002664,0.0026906,0.0027172,0.0027438000000000002,0.0028031999999999996,0.0028726,0.0029421,0.0030342,0.0032386,0.1546,0.22325,0.2569167,0.2876071,0.3162083,0.3474375,0.38908329999999997,0.4635,0.63975,1.1305,2.645675
lat,0.9,uni,2:1,200,60,0,0,0,0,upd,0.002526,0.0025731,0.0026201999999999996,0.0026673,0.0027145,0.0027611,0.002806,0.002851,0.002896,0.0029409,0.0029859,0.003007,0.0030171,0.0030273,0.0030374,0.0030475999999999997,0.0030578000000000003,0.0030679,0.0030781,0.0030881999999999997,0.0030984000000000003,0.0031086,0.0031187,0.0031289,0.003139,0.0031492,0.0031593000000000003,0.0031695,0.0031796999999999997,0.0031898,0.0032,0.0032101,0.0032203,0.0032305,0.0032405999999999997,0.0032505999999999998,0.0032584000000000003,0.0032662,0.003274,0.0032818,0.0032895999999999997,0.0032974000000000002,0.0033052,0.003313,0.0033208,0.0033285999999999997,0.0033364,0.0033442,0.003352,0.0033598,0.0033675,0.0033753000000000003,0.0033831,0.0033909,0.0033986999999999997,0.0034065,0.0034143000000000003,0.0034221,0.0034299,0.0034376999999999997,0.0034455,0.0034533000000000003,0.0034611,0.0034689,0.0034766999999999997,0.0034845,0.0034923000000000003,0.0035003,0.0035205,0.0035407,0.0035609,0.0035811,0.0036013,0.0036215,0.0036417,0.0036619,0.0036820999999999998,0.0037023000000000004,0.0037225,0.0037427,0.0037815,0.003831,0.0038805,0.00393,0.0039795,0.0040588,0.004159100000000001,0.0042721999999999994,0.004524,0.248625,0.3010875,0.3364,0.3616672,0.3888325,0.4191875,0.45805,0.5228458,0.6600125,1.0282625,2.4436263
ev1,0.5,uni,2:1,300,60,0,0,0,0,get,0.0019832,0.0020155,0.0020322,0.0020489,0.0020656,0.0020823,0.002099,0.0021157,0.0021324,0.0021490999999999997,0.0021658000000000003,0.0021825,0.0021991999999999997,0.002216,0.0022327,0.0022494,0.002256,0.0022622,0.0022685,0.0022746999999999997,0.0022809,0.0022871,0.0022934,0.0022995999999999997,0.0023058,0.0023121,0.0023183,0.0023245,0.0023308,0.002337,0.0023431999999999997,0.0023494,0.0023556999999999996,0.0023619,0.0023680999999999997,0.0023744,0.0023806,0.0023868,0.0023931,0.0023993,0.0024055,0.0024116999999999997,0.002418,0.0024241999999999996,0.0024304,0.0024367,0.0024429,0.0024491,0.0024554,0.0024616,0.0024678,0.002474,0.0024803000000000004,0.0024865,0.0024926999999999996,0.002499,0.002508,0.0025177,0.0025273,0.0025369,0.0025466,0.0025562,0.0025658,0.0025755,0.0025851,0.0025946999999999997,0.0026044,0.002614,0.0026236,0.0026333000000000003,0.0026429,0.0026525,0.0026622,0.0026718,0.0026814,0.0026911,0.0027007,0.0027103,0.00272,0.0027296,0.0027392,0.0027489000000000003,0.0027706,0.002794,0.0028174000000000003,0.0028407,0.0028641,0.0028874,0.0029108000000000003,0.0029341,0.0029575,0.0029808,0.0030112,0.0030738000000000002,0.0031363000000000003,0.0031989,0.0032759,0.0034172,0.0036661,1.1255262
ev1,0.5,uni,2:1,300,60,0,0,0,0,upd,0.002313,0.0023812,0.0024493,0.0025075,0.0025368,0.0025661,0.0025954,0.0026246,0.0026539000000000003,0.0026831999999999997,0.0027125,0.0027416999999999997,0.0027803000000000003,0.0028225,0.0028647,0.0029069,0.0029491,0.0029913,0.0030128000000000004,0.0030289,0.0030451,0.0030612,0.0030774,0.0030935,0.0031096,0.0031258,0.0031419,0.003158,0.0031742,0.0031903,0.0032064,0.0032226,0.0032386999999999997,0.003253,0.0032631,0.0032732,0.0032833000000000003,0.0032934,0.0033035,0.0033136,0.0033236999999999997,0.0033338,0.0033439,0.003354,0.0033641,0.0033742,0.0033843000000000002,0.0033944,0.0034045,0.0034146,0.0034246999999999997,0.0034348,0.0034449000000000003,0.003455,0.0034651,0.0034752,0.0034853,0.0034954,0.003507,0.0035199000000000003,0.0035326999999999997,0.0035456,0.0035584,0.0035711999999999996,0.0035841,0.0035969,0.0036097,0.0036226,0.0036354,0.0036483,0.0036611,0.0036739,0.0036868,0.0036996,0.0037125,0.0037253,0.0037381,0.0037516999999999997,0.0037744000000000002,0.003797,0.0038196,0.0038421999999999996,0.0038648000000000003,0.0038875,0.0039101,0.0039327,0.0039553,0.003978,0.0040012,0.0040459,0.0040906,0.004135300000000001,0.00418,0.0042247,0.0042898,0.0043817,0.0044735,0.004637100000000001,0.00494,4.0041177999999995
ev1,0.5,uni,2:1,100,0,0,0,0,0,get,0.0020191,0.0020519,0.0020846999999999997,0.0021175,0.0021503000000000004,0.002183,0.0022158,0.0022486,0.0022585,0.0022675,0.0022764,0.0022853,0.0022941999999999997,0.0023030999999999998,0.0023121,0.002321,0.0023299,0.0023388000000000003,0.0023477,0.0023566999999999998,0.0023656,0.0023745,0.0023834,0.0023923,0.0024011999999999996,0.0024102,0.0024191,0.002428,0.0024369,0.0024458,0.0024548,0.0024636999999999997,0.0024725999999999997,0.0024815,0.0024904000000000003,0.0024994,0.0025063000000000004,0.002513,0.0025198,0.0025265,0.0025333,0.00254,0.0025467,0.0025535,0.0025602,0.002567,0.0025737,0.0025805,0.0025872,0.002594,0.0026006999999999996,0.0026075,0.0026141999999999997,0.002621,0.0026276999999999997,0.0026345,0.0026412,0.002648,0.0026547,0.0026615,0.0026682,0.002675,0.0026817,0.0026885,0.0026952,0.0027019,0.0027086999999999996,0.0027154,0.0027221999999999997,0.0027289000000000002,0.0027356999999999998,0.0027424000000000003,0.0027492,0.0027631,0.0027779000000000002,0.0027928000000000002,0.0028076999999999998,0.0028225,0.0028374,0.0028523000000000003,0.0028672,0.002882,0.0028969,0.0029118,0.0029266,0.0029415,0.0029564,0.0029712,0.0029860999999999998,0.0030026999999999996,0.0030438,0.003085,0.0031260999999999997,0.0031672,0.0032084,0.0032495,0.0033456,0.0034422,0.0036173000000000004,0.004715
ev1,0.5,uni,2:1,100,0,0,0,0,0,upd,0.0023736,0.0024993000000000003,0.0025289,0.002558,0.0025870999999999997,0.0026162,0.0026452,0.0026743,0.0027034,0.0027325,0.0027676,0.0028119,0.0028561999999999997,0.0029005,0.0029448,0.0029890999999999997,0.0030436,0.0031013,0.0031590999999999998,0.0032168,0.0032566,0.0032722,0.0032878,0.0033034,0.003319,0.0033346,0.0033501,0.0033656999999999997,0.0033813000000000003,0.0033969,0.0034125,0.0034281,0.0034436999999999996,0.0034593000000000002,0.0034748,0.0034904000000000003,0.0035036,0.0035128000000000004,0.003522,0.0035313000000000002,0.0035405,0.0035497,0.003559,0.0035681999999999997,0.0035774,0.0035867,0.0035959,0.0036051,0.0036144000000000003,0.0036236,0.0036328000000000003,0.0036421,0.0036513,0.0036605,0.0036698,0.003679,0.0036882,0.0036975,0.0037067,0.0037159000000000003,0.0037251999999999997,0.0037344,0.0037435999999999997,0.0037541999999999996,0.0037678,0.0037814000000000003,0.0037951,0.0038087,0.0038223000000000003,0.0038359,0.0038495,0.0038631,0.0038767,0.0038903,0.0039039,0.0039175,0.0039311,0.0039447,0.0039583000000000005,0.0039719,0.0039855,0.0039991,0.0040249,0.0040515,0.0040781,0.0041047,0.0041313,0.0041579,0.0041845,0.004211100000000001,0.0042376,0.004277899999999999,0.0043302,0.0043824,0.0044346,0.0044868,0.0045857,0.0047003999999999995,0.0049047,0.0055665
lat,0.9,uni,2:1,100,0,0,0,0,0,get,0.0020120999999999997,0.0020394000000000002,0.0020666,0.0020939,0.0021211999999999997,0.0021484,0.0021757,0.002203,0.0022302,0.0022521,0.0022599,0.0022676,0.0022754,0.0022830999999999997,0.0022909000000000002,0.0022986,0.0023064,0.0023141,0.0023219,0.0023296,0.0023373,0.0023450999999999997,0.0023528000000000004,0.0023606,0.0023683000000000003,0.0023761,0.0023838,0.0023916,0.0023993,0.0024071,0.0024148000000000004,0.0024226,0.0024303000000000003,0.0024381,0.0024458,0.0024536,0.0024613,0.002469,0.0024768000000000004,0.0024845,0.0024923000000000002,0.0025,0.0025085999999999997,0.0025171,0.0025256,0.0025341,0.0025426999999999997,0.0025512,0.0025597,0.0025681999999999996,0.0025768,0.0025853,0.0025938000000000003,0.0026023,0.0026109,0.0026194,0.0026279000000000003,0.0026364,0.0026449,0.0026535,0.002662,0.0026705,0.002679,0.0026876,0.0026961,0.0027045999999999997,0.0027131,0.0027216999999999996,0.0027302,0.0027386999999999997,0.0027472,0.0027646,0.0027863000000000002,0.0028079,0.0028295,0.0028512,0.0028728,0.0028945,0.0029161,0.0029378000000000004,0.0029594,0.002981,0.0030074,0.003067,0.0031266999999999996,0.0031864000000000003,0.003246,0.0033821999999999997,0.003569,0.10218039999999999,0.10233289999999999,0.10242230000000001,0.1025084,0.1025725,0.1026365,0.1027006,0.1027788,0.1029049,0.1030872,0.1040822
lat,0.9,uni,2:1,100,0,0,0,0,0,upd,0.0026163000000000002,0.0027391,0.0027929,0.00284,0.002887,0.0029341,0.0029812,0.0030285,0.003076,0.0031235,0.003171,0.0032185,0.0032551999999999998,0.0032706999999999996,0.0032862,0.0033017,0.0033171999999999997,0.0033326999999999996,0.0033482,0.0033637,0.0033791999999999997,0.0033946999999999996,0.0034102,0.0034257,0.0034411999999999997,0.0034566999999999996,0.0034722,0.0034877,0.003502,0.0035119,0.0035219,0.0035318000000000003,0.0035416999999999996,0.0035516999999999996,0.0035616,0.0035715,0.0035815,0.0035914000000000002,0.0036013,0.0036113,0.0036211999999999998,0.0036311,0.003641,0.003651,0.0036609,0.0036708,0.0036808,0.0036907,0.0037006,0.0037106,0.0037205,0.0037304,0.0037403000000000002,0.0037504,0.0037643000000000004,0.0037782,0.0037921,0.003806,0.0038199,0.0038338,0.0038477,0.0038615999999999998,0.0038755,0.0038894,0.0039033,0.0039172,0.0039311,0.003945,0.0039589000000000004,0.0039728,0.0039867,0.0040012,0.0040283,0.0040554,0.0040825,0.0041095,0.004136600000000001,0.0041637,0.004190800000000001,0.004217899999999999,0.004244899999999999,0.004293600000000001,0.0043472,0.0044008,0.0044544,0.004517,0.004630100000000001,0.0047433,0.004993399999999999,0.1032613,0.1034531,0.1035705,0.10366389999999999,0.1037577,0.10385660000000001,0.1039555,0.10409689999999999,0.1042907,0.10467639999999999,0.1066922
any,0.5,uni,2:1,0,60,0,0,0,0,get,0.0020272,0.0020651,0.0021029,0.0021408,0.0021785999999999997,0.0022165,0.0022511,0.0022604,0.0022698,0.0022791,0.0022885,0.0022979000000000003,0.0023071999999999997,0.0023166,0.0023259,0.0023353000000000002,0.0023447,0.002354,0.0023634,0.0023726999999999997,0.0023821,0.0023915,0.0024008000000000002,0.0024102,0.0024195,0.0024289,0.0024381999999999997,0.0024476,0.002457,0.0024663000000000003,0.0024757,0.002485,0.0024944,0.0025025,0.0025088000000000003,0.0025150999999999997,0.0025214,0.0025277,0.002534,0.0025403,0.0025466,0.0025529,0.0025591999999999998,0.0025655,0.0025718000000000004,0.0025781,0.0025844,0.0025907,0.002597,0.0026033000000000002,0.0026096,0.0026159,0.0026222,0.0026285,0.0026348,0.0026411,0.0026474000000000003,0.0026536999999999997,0.00266,0.0026663000000000004,0.0026726,0.0026789,0.0026852,0.0026915,0.0026977,0.002704,0.0027103,0.0027166,0.0027229,0.0027291999999999998,0.0027355,0.0027418,0.0027481,0.0027600999999999997,0.0027744,0.0027887,0.002803,0.0028173,0.0028316,0.0028459,0.0028602,0.0028745,0.0028888000000000004,0.0029032,0.0029175,0.0029318,0.0029461,0.0029604,0.0029747,0.002989,0.0030103,0.0030544,0.0030986,0.0031428000000000003,0.003187,0.0032310999999999998,0.0033105,0.0034161,0.0035683000000000004,0.004511
any,0.5,uni,2:1,0,60,0,0,0,0,upd,0.0027687,0.0028626,0.0029565,0.0030534,0.003153,0.0032508000000000003,0.003282,0.0033131,0.0033442,0.0033754,0.0034065,0.0034376,0.0034688,0.0034999000000000002,0.0035103,0.0035206,0.0035309,0.0035413000000000003,0.0035516,0.0035619000000000002,0.0035721999999999998,0.0035825,0.0035929,0.0036032,0.0036135,0.0036238000000000004,0.0036341,0.0036445,0.0036548,0.0036650999999999997,0.0036754,0.0036856999999999997,0.0036961,0.0037064,0.0037167,0.003727,0.0037373000000000003,0.0037476999999999996,0.0037569,0.0037658,0.0037746999999999998,0.0037836999999999997,0.0037925999999999997,0.0038015,0.0038104000000000002,0.0038193000000000003,0.0038283,0.0038372,0.0038461,0.003855,0.003864,0.0038729000000000003,0.0038818000000000004,0.0038907,0.0038996,0.0039086,0.0039175,0.0039264,0.0039353,0.0039442,0.0039532,0.0039621,0.003971,0.0039799,0.0039888,0.0039978,0.0040107,0.004025,0.0040392,0.0040535,0.0040678,0.004082,0.0040963,0.004110600000000001,0.0041248000000000005,0.004139100000000001,0.0041534,0.0041676000000000005,0.0041819,0.0041962,0.0042103999999999996,0.0042247,0.004239,0.0042563,0.0042842,0.0043121,0.00434,0.004367899999999999,0.0043958,0.0044237,0.0044515,0.0044794,0.0045157,0.004575399999999999,0.0046351000000000005,0.0046947,0.0047602,0.004898,0.0050837,0.0057041
